Label,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
5,15 to 19 years,-0.0485633169527588,-0.0581926422444425,-0.0405287273962997,-0.0486117061707034,-0.0124654132626744,0.0067885284808966,-0.0150140487475383,-0.0118467543578262,0.0041245728288572,-0.0129898952688947
6,20 to 24 years,0.0552446426534629,0.0515026515610159,0.0370460935580965,0.0838968768845589,0.059555694897206,0.0578707677425782,0.046182303662114,0.0491604107789171,0.0155717186417803,0.0299589547314766
7,25 to 34 years,-0.0964377014838362,-0.0744607166708704,-0.0823527484074588,-0.0970730544784146,-0.1014591193084442,-0.1349582233061284,-0.164374381111358,-0.183284216791236,-0.1972538845600837,-0.1988849751232067
8,35 to 44 years,-0.339438683121898,-0.3381664623681786,-0.3395271685060379,-0.3220801323975593,-0.3049918058434429,-0.2919275403782961,-0.2676250659499999,-0.2564700566621951,-0.2328265947618319,-0.2007797741507886
9,45 to 54 years,0.0707833311604702,0.0129842464740903,-0.0285414028935235,-0.0864614876719258,-0.1394091889362698,-0.1769734065807853,-0.1869593205206428,-0.2564949400412502,-0.2347410827371305,-0.2664375110803973
10,55 to 59 years,0.2029510589180532,0.1995977412037888,0.1993973755753728,0.1632165100899101,0.1687456526643842,0.1759183859187842,0.1623240600794702,0.1494147651464956,0.116407391609755,0.0828716708366315
11,60 to 64 years,0.1587907130189414,0.1886323956948778,0.2070166093598686,0.2256037837243312,0.2159748871496063,0.2103851051104897,0.2283626048526983,0.2346504656716561,0.2393016476375891,0.2526913368736458
12,65 to 74 years,0.1360749844798547,0.1527094182875714,0.1589196766386322,0.178209953268869,0.2083971989793269,0.2278942097092198,0.2658542179509098,0.3231812529221542,0.366406961531446,0.3829428680087119
13,75 to 84 years,0.0537245345295147,0.0687870105453036,0.0638284757286271,0.0599746966423957,0.0640186413798282,0.0526434876583827,0.0479193449021764,0.0746753459227385,0.0810472464383664,0.0879840735221115
